Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"XIAO RP2040 controller","It is a microcontroller that will be used to take signals from the humidity sensor and will display the info on the oled display.",,10.27,"https://amzn.in/d/05b7Usj7","Amazon"
